timestamp,price,qty
2025-12-07T14:14:36+00:00,3791.8000,0
2025-12-07T14:14:40+00:00,3791.8000,0
2025-12-07T14:14:43+00:00,3791.8000,0
2025-12-07T14:14:46+00:00,3791.8000,0
2025-12-07T14:14:49+00:00,3791.8000,0
2025-12-07T14:14:52+00:00,3791.8000,0
2025-12-07T14:14:56+00:00,3791.8000,0
2025-12-07T14:14:59+00:00,3791.8000,0
2025-12-07T14:15:02+00:00,3791.8000,0
2025-12-07T14:15:05+00:00,3791.8000,0
2025-12-07T14:15:08+00:00,3791.8000,0
2025-12-07T14:15:12+00:00,3791.8000,0
2025-12-07T14:15:15+00:00,3791.8000,0
2025-12-07T14:15:18+00:00,3791.8000,0
2025-12-07T14:15:21+00:00,3791.8000,0
2025-12-07T14:15:24+00:00,3791.8000,0
2025-12-07T14:15:28+00:00,3791.8000,0
2025-12-07T14:15:31+00:00,3791.8000,0
2025-12-07T14:15:34+00:00,3791.8000,0
2025-12-07T14:15:37+00:00,3791.8000,0
2025-12-07T14:15:40+00:00,3791.8000,0
2025-12-07T14:15:43+00:00,3791.8000,0
2025-12-07T14:15:47+00:00,3791.8000,0
2025-12-07T14:15:50+00:00,3791.8000,0
2025-12-07T14:15:53+00:00,3791.8000,0
2025-12-07T14:15:56+00:00,3791.8000,0
2025-12-07T14:15:59+00:00,3791.8000,0
2025-12-07T14:16:03+00:00,3791.8000,0
2025-12-07T14:16:06+00:00,3791.8000,0
2025-12-07T14:16:09+00:00,3791.8000,0
2025-12-07T14:16:12+00:00,3791.8000,0
2025-12-07T14:16:15+00:00,3791.8000,0
2025-12-07T14:16:18+00:00,3791.8000,0
2025-12-07T14:16:22+00:00,3791.8000,0
2025-12-07T14:16:25+00:00,3791.8000,0
2025-12-07T14:16:28+00:00,3791.8000,0
2025-12-07T14:16:31+00:00,3791.8000,0
2025-12-07T14:16:34+00:00,3791.8000,0
2025-12-07T14:16:37+00:00,3791.8000,0
2025-12-07T14:16:41+00:00,3791.8000,0
2025-12-07T14:16:44+00:00,3791.8000,0
2025-12-07T14:16:47+00:00,3791.8000,0
2025-12-07T14:16:50+00:00,3791.8000,0
2025-12-07T14:16:53+00:00,3791.8000,0
2025-12-07T14:16:57+00:00,3791.8000,0
2025-12-07T14:17:00+00:00,3791.8000,0
2025-12-07T14:17:03+00:00,3791.8000,0
2025-12-07T14:17:06+00:00,3791.8000,0
2025-12-07T14:17:09+00:00,3791.8000,0
2025-12-07T14:17:12+00:00,3791.8000,0
2025-12-07T14:17:16+00:00,3791.8000,0
2025-12-07T14:17:19+00:00,3791.8000,0
2025-12-07T14:17:22+00:00,3791.8000,0
2025-12-07T14:17:25+00:00,3791.8000,0
2025-12-07T14:17:28+00:00,3791.8000,0
2025-12-07T14:17:31+00:00,3791.8000,0
2025-12-07T14:17:35+00:00,3791.8000,0
2025-12-07T14:17:38+00:00,3791.8000,0
2025-12-07T14:17:41+00:00,3791.8000,0
2025-12-07T14:17:44+00:00,3791.8000,0
2025-12-07T14:17:47+00:00,3791.8000,0
2025-12-07T14:17:51+00:00,3791.8000,0
2025-12-07T14:17:54+00:00,3791.8000,0
2025-12-07T14:17:57+00:00,3791.8000,0
2025-12-07T14:18:00+00:00,3791.8000,0
2025-12-07T14:18:03+00:00,3791.8000,0
2025-12-07T14:18:06+00:00,3791.8000,0
2025-12-07T14:18:10+00:00,3791.8000,0
2025-12-07T14:18:13+00:00,3791.8000,0
2025-12-07T14:18:16+00:00,3791.8000,0
2025-12-07T14:18:19+00:00,3791.8000,0
2025-12-07T14:18:22+00:00,3791.8000,0
2025-12-07T14:18:25+00:00,3791.8000,0
2025-12-07T14:18:29+00:00,3791.8000,0
2025-12-07T14:18:32+00:00,3791.8000,0
2025-12-07T14:18:35+00:00,3791.8000,0
2025-12-07T14:18:38+00:00,3791.8000,0
2025-12-07T14:18:41+00:00,3791.8000,0
2025-12-07T14:18:44+00:00,3791.8000,0
2025-12-07T14:18:48+00:00,3791.8000,0
2025-12-07T14:18:51+00:00,3791.8000,0
2025-12-07T14:18:54+00:00,3791.8000,0
2025-12-07T14:18:57+00:00,3791.8000,0
2025-12-07T14:19:00+00:00,3791.8000,0
2025-12-07T14:19:04+00:00,3791.8000,0
2025-12-07T14:19:07+00:00,3791.8000,0
2025-12-07T14:19:10+00:00,3791.8000,0
2025-12-07T14:19:13+00:00,3791.8000,0
2025-12-07T14:19:16+00:00,3791.8000,0
2025-12-07T14:19:20+00:00,3791.8000,0
2025-12-07T14:19:23+00:00,3791.8000,0
2025-12-07T14:19:26+00:00,3791.8000,0
2025-12-07T14:19:29+00:00,3791.8000,0
2025-12-07T14:19:32+00:00,3791.8000,0
2025-12-07T14:19:35+00:00,3791.8000,0
2025-12-07T14:19:39+00:00,3791.8000,0
2025-12-07T14:19:42+00:00,3791.8000,0
2025-12-07T14:19:45+00:00,3791.8000,0
2025-12-07T14:19:48+00:00,3791.8000,0
2025-12-07T14:19:51+00:00,3791.8000,0
2025-12-07T14:19:58+00:00,3791.8000,0
2025-12-07T14:20:02+00:00,3791.8000,0
2025-12-07T14:20:05+00:00,3791.8000,0
2025-12-07T14:20:08+00:00,3791.8000,0
2025-12-07T14:20:11+00:00,3791.8000,0
2025-12-07T14:20:14+00:00,3791.8000,0
2025-12-07T14:20:18+00:00,3791.8000,0
2025-12-07T14:20:21+00:00,3791.8000,0
2025-12-07T14:20:24+00:00,3791.8000,0
2025-12-07T14:20:27+00:00,3791.8000,0
2025-12-07T14:20:31+00:00,3791.8000,0
2025-12-07T14:20:34+00:00,3791.8000,0
2025-12-07T14:20:37+00:00,3791.8000,0
2025-12-07T14:20:40+00:00,3791.8000,0
2025-12-07T14:20:44+00:00,3791.8000,0
2025-12-07T14:20:47+00:00,3791.8000,0
2025-12-07T14:20:50+00:00,3791.8000,0
2025-12-07T14:20:53+00:00,3791.8000,0
2025-12-07T14:20:56+00:00,3791.8000,0
2025-12-07T14:21:00+00:00,3791.8000,0
2025-12-07T14:21:03+00:00,3791.8000,0
2025-12-07T14:21:06+00:00,3791.8000,0
2025-12-07T14:21:09+00:00,3791.8000,0
2025-12-07T14:21:13+00:00,3791.8000,0
2025-12-07T14:21:16+00:00,3791.8000,0
2025-12-07T14:21:19+00:00,3791.8000,0
2025-12-07T14:21:22+00:00,3791.8000,0
2025-12-07T14:21:25+00:00,3791.8000,0
2025-12-07T14:21:28+00:00,3791.8000,0
2025-12-07T14:21:32+00:00,3791.8000,0
2025-12-07T14:21:35+00:00,3791.8000,0
2025-12-07T14:21:38+00:00,3791.8000,0
2025-12-07T14:21:41+00:00,3791.8000,0
2025-12-07T14:21:44+00:00,3791.8000,0
2025-12-07T14:21:48+00:00,3791.8000,0
2025-12-07T14:21:51+00:00,3791.8000,0
2025-12-07T14:21:54+00:00,3791.8000,0
2025-12-07T14:21:57+00:00,3791.8000,0
